StudentID,Name,PhysicsMarks,ChemistryMarks,MathematicsMarks,PCM Average,CETMarks
243,Student_243,52,52,87,63.66666667,72
244,Student_244,77,62,97,78.66666667,74
245,Student_245,69,78,67,71.33333333,75
246,Student_246,75,65,88,76,77
247,Student_247,73,58,75,68.66666667,66
248,Student_248,96,80,56,77.33333333,55
249,Student_249,70,76,92,79.33333333,67
250,Student_250,79,80,90,83,85
251,Student_251,53,98,72,74.33333333,82
252,Student_252,85,87,52,74.66666667,69
253,Student_253,89,90,86,88.33333333,82
254,Student_254,59,50,68,59,79
255,Student_255,59,93,78,76.66666667,68
256,Student_256,91,66,52,69.66666667,72
257,Student_257,73,66,51,63.33333333,98
258,Student_258,53,71,68,64,55
259,Student_259,96,55,68,73,69
260,Student_260,76,92,94,87.33333333,79
261,Student_261,100,64,52,72,94
262,Student_262,94,61,70,75,88
263,Student_263,53,94,65,70.66666667,93
264,Student_264,81,57,77,71.66666667,57
265,Student_265,59,79,73,70.33333333,79
266,Student_266,60,89,59,69.33333333,100
267,Student_267,77,58,70,68.33333333,56
268,Student_268,95,98,58,83.66666667,60
269,Student_269,57,89,76,74,86
270,Student_270,89,65,54,69.33333333,96
271,Student_271,71,84,93,82.66666667,98
272,Student_272,83,67,85,78.33333333,60
273,Student_273,94,60,59,71,71
274,Student_274,84,56,60,66.66666667,71
275,Student_275,84,89,74,82.33333333,85
276,Student_276,74,91,91,85.33333333,79
277,Student_277,83,60,68,70.33333333,84
278,Student_278,55,65,67,62.33333333,78
279,Student_279,90,65,76,77,51
280,Student_280,86,100,85,90.33333333,98
281,Student_281,50,95,70,71.66666667,63
282,Student_282,61,69,74,68,89
283,Student_283,84,92,91,89,54
284,Student_284,55,95,88,79.33333333,52
285,Student_285,66,78,53,65.66666667,59
286,Student_286,58,53,81,64,94
287,Student_287,51,91,80,74,93
288,Student_288,67,96,55,72.66666667,68
289,Student_289,98,72,99,89.66666667,54
290,Student_290,85,95,88,89.33333333,90
291,Student_291,77,77,72,75.33333333,98
292,Student_292,90,95,93,92.66666667,83
293,Student_293,86,59,79,74.66666667,86
294,Student_294,98,75,92,88.33333333,94
295,Student_295,75,67,97,79.66666667,86
296,Student_296,53,87,97,79,99
297,Student_297,89,54,91,78,87
298,Student_298,85,69,79,77.66666667,88
299,Student_299,100,54,55,69.66666667,65
300,Student_300,80,99,95,91.33333333,99
301,Student_301,79,91,94,88,62
302,Student_302,99,66,62,75.66666667,90
303,Student_303,83,67,98,82.66666667,70
304,Student_304,68,50,94,70.66666667,66
305,Student_305,67,98,58,74.33333333,67
306,Student_306,79,81,64,74.66666667,76
307,Student_307,70,91,90,83.66666667,87
308,Student_308,52,81,68,67,96
309,Student_309,55,54,79,62.66666667,91
310,Student_310,87,87,92,88.66666667,94
311,Student_311,62,78,88,76,93
312,Student_312,94,68,76,79.33333333,93
313,Student_313,52,81,68,67,97
314,Student_314,97,66,60,74.33333333,82
315,Student_315,77,56,75,69.33333333,71
316,Student_316,71,96,52,73,98
317,Student_317,89,70,80,79.66666667,84
318,Student_318,89,84,84,85.66666667,59
319,Student_319,61,90,75,75.33333333,94
320,Student_320,72,64,56,64,90
321,Student_321,80,75,89,81.33333333,79
322,Student_322,67,88,97,84,78
323,Student_323,56,73,84,71,57
324,Student_324,57,72,53,60.66666667,73
325,Student_325,68,72,62,67.33333333,52
326,Student_326,78,97,66,80.33333333,60
327,Student_327,93,82,70,81.66666667,75
328,Student_328,69,95,83,82.33333333,71
329,Student_329,99,71,61,77,90
330,Student_330,91,94,99,94.66666667,56
331,Student_331,79,60,78,72.33333333,68
332,Student_332,96,74,75,81.66666667,66
333,Student_333,71,60,89,73.33333333,61
334,Student_334,59,93,69,73.66666667,95
335,Student_335,75,91,88,84.66666667,74
336,Student_336,100,94,78,90.66666667,72
337,Student_337,82,58,92,77.33333333,53
338,Student_338,77,77,80,78,93
339,Student_339,59,98,61,72.66666667,80
340,Student_340,78,89,62,76.33333333,95
341,Student_341,93,92,94,93,90
342,Student_342,67,78,82,75.66666667,57
343,Student_343,91,64,77,77.33333333,52
344,Student_344,50,80,94,74.66666667,79
345,Student_345,72,81,97,83.33333333,58
346,Student_346,66,50,96,70.66666667,99
347,Student_347,92,50,96,79.33333333,79
348,Student_348,86,61,67,71.33333333,52
349,Student_349,80,87,64,77,56
350,Student_350,74,50,97,73.66666667,76
351,Student_351,53,94,53,66.66666667,51
352,Student_352,58,84,99,80.33333333,81
353,Student_353,77,68,51,65.33333333,90
354,Student_354,79,82,64,75,93
355,Student_355,96,88,87,90.33333333,92
356,Student_356,73,81,53,69,97
357,Student_357,82,61,76,73,63
358,Student_358,69,73,87,76.33333333,96
359,Student_359,58,68,66,64,58
360,Student_360,57,77,74,69.33333333,55
361,Student_361,73,83,57,71,61
362,Student_362,63,59,98,73.33333333,81
363,Student_363,67,55,60,60.66666667,84
364,Student_364,50,54,91,65,50
365,Student_365,61,53,77,63.66666667,62
366,Student_366,78,95,68,80.33333333,94
367,Student_367,86,61,57,68,70
368,Student_368,75,62,64,67,64
369,Student_369,82,59,61,67.33333333,84
370,Student_370,92,61,83,78.66666667,79
371,Student_371,64,63,90,72.33333333,79
372,Student_372,72,87,61,73.33333333,79
373,Student_373,78,87,65,76.66666667,51
374,Student_374,70,70,63,67.66666667,68
375,Student_375,68,59,64,63.66666667,77
376,Student_376,54,87,52,64.33333333,59
377,Student_377,72,87,88,82.33333333,93
378,Student_378,85,75,65,75,74
379,Student_379,69,95,63,75.66666667,90
380,Student_380,57,53,90,66.66666667,79
381,Student_381,58,69,91,72.66666667,62
382,Student_382,63,64,60,62.33333333,83
383,Student_383,55,75,82,70.66666667,60
384,Student_384,50,52,96,66,99
385,Student_385,58,60,89,69,62
386,Student_386,65,57,89,70.33333333,56
387,Student_387,65,54,71,63.33333333,56
388,Student_388,61,56,96,71,80
389,Student_389,54,54,71,59.66666667,92
390,Student_390,89,90,71,83.33333333,55
391,Student_391,78,82,90,83.33333333,86
392,Student_392,95,74,89,86,79
393,Student_393,76,65,70,70.33333333,76
394,Student_394,60,100,99,86.33333333,79
395,Student_395,96,72,62,76.66666667,68
396,Student_396,99,85,98,94,57
397,Student_397,77,65,65,69,70
398,Student_398,85,72,92,83,74
399,Student_399,91,96,89,92,82
400,Student_400,68,60,93,73.66666667,80
401,Student_401,84,100,53,79,77
402,Student_402,80,86,62,76,74
403,Student_403,93,68,55,72,53
404,Student_404,68,96,92,85.33333333,55
405,Student_405,95,50,88,77.66666667,63
406,Student_406,73,55,97,75,93
407,Student_407,51,54,74,59.66666667,55
408,Student_408,56,90,85,77,67
409,Student_409,92,94,81,89,74
410,Student_410,98,62,69,76.33333333,69
411,Student_411,80,55,77,70.66666667,98
412,Student_412,66,59,66,63.66666667,75
413,Student_413,76,78,61,71.66666667,54
414,Student_414,85,51,90,75.33333333,67
415,Student_415,99,80,74,84.33333333,83
416,Student_416,92,73,98,87.66666667,74
417,Student_417,59,66,94,73,86
418,Student_418,94,65,93,84,86
419,Student_419,63,88,69,73.33333333,87
420,Student_420,56,52,96,68,81
421,Student_421,88,81,70,79.66666667,70
422,Student_422,89,77,90,85.33333333,69
423,Student_423,58,84,55,65.66666667,68
424,Student_424,63,82,60,68.33333333,64
425,Student_425,57,68,72,65.66666667,78
426,Student_426,66,62,80,69.33333333,100
427,Student_427,72,77,85,78,76
428,Student_428,65,97,89,83.66666667,65
429,Student_429,75,71,92,79.33333333,90
430,Student_430,58,75,67,66.66666667,51
431,Student_431,85,92,53,76.66666667,63
432,Student_432,56,77,98,77,80
433,Student_433,67,99,87,84.33333333,67
434,Student_434,57,90,85,77.33333333,87
435,Student_435,70,98,52,73.33333333,88
436,Student_436,75,56,98,76.33333333,80
437,Student_437,52,91,54,65.66666667,92
438,Student_438,66,56,86,69.33333333,99
439,Student_439,100,87,70,85.66666667,86
440,Student_440,95,53,99,82.33333333,60
441,Student_441,73,69,70,70.66666667,90
442,Student_442,74,72,79,75,67
443,Student_443,54,51,65,56.66666667,96
444,Student_444,86,72,94,84,66
445,Student_445,94,84,68,82,70
446,Student_446,99,84,94,92.33333333,96
447,Student_447,73,68,86,75.66666667,64
448,Student_448,80,53,51,61.33333333,82
449,Student_449,75,52,85,70.66666667,62
450,Student_450,70,93,62,75,61
451,Student_451,83,93,50,75.33333333,54
452,Student_452,87,83,59,76.33333333,67
453,Student_453,73,50,64,62.33333333,69
454,Student_454,77,67,84,76,96
455,Student_455,79,86,64,76.33333333,69
456,Student_456,83,73,97,84.33333333,59
457,Student_457,72,51,58,60.33333333,58
458,Student_458,57,51,55,54.33333333,92
459,Student_459,91,51,92,78,70
460,Student_460,99,70,83,84,89
461,Student_461,59,62,55,58.66666667,96
462,Student_462,50,60,92,67.33333333,97
463,Student_463,69,81,85,78.33333333,98
464,Student_464,86,88,57,77,72
465,Student_465,67,55,86,69.33333333,56
466,Student_466,70,71,69,70,81
467,Student_467,98,76,84,86,75
468,Student_468,53,87,65,68.33333333,88
469,Student_469,92,58,79,76.33333333,84
470,Student_470,51,58,98,69,59
471,Student_471,70,78,73,73.66666667,67
472,Student_472,86,87,79,84,69
473,Student_473,54,64,76,64.66666667,70
474,Student_474,66,67,57,63.33333333,65
475,Student_475,98,100,72,90,63
476,Student_476,97,82,100,93,98
477,Student_477,60,74,71,68.33333333,53
478,Student_478,95,56,87,79.33333333,56
479,Student_479,90,65,55,70,61
480,Student_480,80,91,79,83.33333333,97
481,Student_481,77,86,78,80.33333333,65
482,Student_482,93,65,72,76.66666667,65
483,Student_483,81,78,51,70,58
484,Student_484,70,75,54,66.33333333,87
485,Student_485,56,64,100,73.33333333,100
486,Student_486,59,72,72,67.66666667,67
487,Student_487,77,52,54,61,78
488,Student_488,97,76,96,89.66666667,72
489,Student_489,85,67,62,71.33333333,83
490,Student_490,69,94,61,74.66666667,95
491,Student_491,62,97,89,82.66666667,55
492,Student_492,68,68,80,72,52
493,Student_493,99,74,94,89,73
494,Student_494,60,58,73,63.66666667,82
495,Student_495,84,72,64,73.33333333,70
496,Student_496,83,75,100,86,73
497,Student_497,93,59,79,77,64
498,Student_498,53,65,96,71.33333333,57
499,Student_499,62,81,77,73.33333333,55
500,Student_500,86,100,59,81.66666667,89
501,Student_501,51,94,80,75,59
502,Student_502,99,95,57,83.66666667,84
503,Student_503,50,76,94,73.33333333,88
504,Student_504,89,65,63,72.33333333,81
505,Student_505,74,54,80,69.33333333,77
506,Student_506,86,94,67,82.33333333,74
507,Student_507,85,60,53,66,87
508,Student_508,55,70,64,63,97
509,Student_509,56,97,96,83,94
510,Student_510,53,96,74,74.33333333,69
511,Student_511,84,97,66,82.33333333,99
512,Student_512,90,55,99,81.33333333,96
513,Student_513,83,96,81,86.66666667,54
514,Student_514,78,76,50,68,58
515,Student_515,54,79,86,73,98
516,Student_516,76,95,87,86,97
517,Student_517,82,57,56,65,90
518,Student_518,95,53,60,69.33333333,60
519,Student_519,59,75,54,62.66666667,84
520,Student_520,55,51,79,61.66666667,95
521,Student_521,83,78,93,84.66666667,62
522,Student_522,57,65,99,73.66666667,52
523,Student_523,80,98,94,90.66666667,80
524,Student_524,58,57,73,62.66666667,97
525,Student_525,70,98,50,72.66666667,57
526,Student_526,57,88,78,74.33333333,64
527,Student_527,53,57,78,62.66666667,54
528,Student_528,71,83,91,81.66666667,61
529,Student_529,77,56,60,64.33333333,75
530,Student_530,94,68,52,71.33333333,79
531,Student_531,53,84,78,71.66666667,66
532,Student_532,88,87,94,89.66666667,55
533,Student_533,70,87,70,75.66666667,60
534,Student_534,57,85,83,75,79
535,Student_535,69,90,55,71.33333333,59
536,Student_536,81,67,61,69.66666667,54
537,Student_537,50,93,67,70,83
538,Student_538,55,72,61,62.66666667,96
539,Student_539,77,86,100,87.66666667,64
540,Student_540,93,68,73,78,69
541,Student_541,80,59,68,69,76
542,Student_542,59,55,87,67,66
543,Student_543,69,57,65,63.66666667,78
544,Student_544,57,72,90,73,98
545,Student_545,71,67,55,64.33333333,86
546,Student_546,87,90,86,87.66666667,80
547,Student_547,78,67,84,76.33333333,59
548,Student_548,58,78,68,68,82
549,Student_549,93,74,54,73.66666667,66
550,Student_550,96,82,70,82.66666667,74
551,Student_551,50,98,52,66.66666667,72
552,Student_552,90,85,95,90,88
553,Student_553,88,78,69,78.33333333,65
554,Student_554,75,75,52,67.33333333,85
555,Student_555,60,79,94,77.66666667,98
556,Student_556,84,78,99,87,66
557,Student_557,73,73,97,81,61
558,Student_558,82,59,80,73.66666667,72
559,Student_559,69,95,83,82.33333333,67
560,Student_560,76,59,59,64.66666667,68
561,Student_561,64,60,61,61.66666667,86
562,Student_562,82,71,56,69.66666667,80
563,Student_563,56,72,64,64,72
564,Student_564,83,77,68,76,90
565,Student_565,94,54,55,67.66666667,66
566,Student_566,100,89,78,89,62
567,Student_567,95,62,82,79.66666667,89
568,Student_568,91,51,97,79.66666667,72
569,Student_569,54,62,52,56,56
570,Student_570,79,70,94,81,71
571,Student_571,77,63,87,75.66666667,84
572,Student_572,67,76,85,76,74
573,Student_573,85,51,53,63,59
574,Student_574,52,98,60,70,53
575,Student_575,70,83,77,76.66666667,64
576,Student_576,95,55,79,76.33333333,67
577,Student_577,65,96,53,71.33333333,72
578,Student_578,86,60,79,75,96
579,Student_579,91,85,54,76.66666667,81
580,Student_580,54,90,83,75.66666667,99
581,Student_581,99,75,78,84,79
582,Student_582,100,97,57,84.66666667,59
583,Student_583,63,50,50,54.33333333,78
584,Student_584,80,71,91,80.66666667,51
585,Student_585,95,57,93,81.66666667,71
586,Student_586,73,52,61,62,85
587,Student_587,84,54,99,79,83
588,Student_588,85,99,61,81.66666667,84
589,Student_589,59,84,72,71.66666667,61
590,Student_590,76,72,86,78,55
591,Student_591,76,65,61,67.33333333,92
592,Student_592,72,71,69,70.66666667,63
593,Student_593,62,95,64,73.66666667,88
594,Student_594,65,52,86,67.66666667,97
595,Student_595,84,65,73,74,64
596,Student_596,76,73,96,81.66666667,81
597,Student_597,88,80,87,85,78
598,Student_598,96,95,68,86.33333333,78
599,Student_599,66,99,80,81.66666667,75
600,Student_600,97,68,84,83,52
601,Student_601,90,77,51,72.66666667,69
602,Student_602,50,68,87,68.33333333,95
603,Student_603,60,59,65,61.33333333,92
604,Student_604,61,55,92,69.33333333,72
605,Student_605,63,84,88,78.33333333,77
606,Student_606,57,73,100,76.66666667,61
607,Student_607,80,57,93,76.66666667,79
608,Student_608,56,80,82,72.66666667,98
609,Student_609,95,89,95,93,93
610,Student_610,80,93,81,84.66666667,63
611,Student_611,65,59,69,64.33333333,87
612,Student_612,91,68,65,74.66666667,80
613,Student_613,88,70,92,83.33333333,85
614,Student_614,93,66,59,72.66666667,67
615,Student_615,68,95,57,73.33333333,82
616,Student_616,57,93,90,80,96
617,Student_617,78,72,77,75.66666667,56
618,Student_618,51,67,53,57,75
619,Student_619,91,78,77,82,75
620,Student_620,52,78,69,66.33333333,57
621,Student_621,100,94,73,89,89
622,Student_622,78,67,91,78.66666667,81
623,Student_623,64,91,93,82.66666667,89
624,Student_624,87,59,53,66.33333333,63
625,Student_625,77,73,63,71,74
626,Student_626,86,63,54,67.66666667,67
627,Student_627,81,57,67,68.33333333,79
628,Student_628,79,76,58,71,72
629,Student_629,100,76,72,82.66666667,78
630,Student_630,96,69,54,73,90
631,Student_631,79,53,54,62,64
632,Student_632,100,58,86,81.33333333,90
633,Student_633,83,96,99,92.66666667,75
634,Student_634,62,58,73,64.33333333,97
635,Student_635,82,52,71,68.33333333,93
636,Student_636,91,55,75,73.66666667,70
637,Student_637,66,64,77,69,53
638,Student_638,52,83,87,74,61
639,Student_639,58,54,59,57,63
640,Student_640,60,83,94,79,50
641,Student_641,98,90,93,93.66666667,87
642,Student_642,76,51,50,59,68
643,Student_643,77,93,76,82,91
644,Student_644,51,96,57,68,50
645,Student_645,50,53,93,65.33333333,62
646,Student_646,55,91,70,72,83
647,Student_647,74,74,50,66,80
648,Student_648,84,54,76,71.33333333,53
649,Student_649,65,76,69,70,85
650,Student_650,53,80,70,67.66666667,76
651,Student_651,96,86,55,79,66
652,Student_652,87,96,85,89.33333333,94
653,Student_653,93,59,55,69,96
654,Student_654,69,57,94,73.33333333,53
655,Student_655,74,78,84,78.66666667,91
656,Student_656,56,94,88,79.33333333,50
657,Student_657,70,64,70,68,51
658,Student_658,56,81,71,69.33333333,57
659,Student_659,78,90,78,82,80
660,Student_660,56,51,70,59,74
661,Student_661,52,71,95,72.66666667,81
662,Student_662,78,71,94,81,53
663,Student_663,78,88,95,87,98
664,Student_664,88,81,54,74.33333333,98
665,Student_665,87,68,79,78,84
666,Student_666,55,81,50,62,56
667,Student_667,95,83,86,88,58
668,Student_668,59,56,57,57.33333333,50
669,Student_669,86,78,74,79.33333333,73
670,Student_670,63,74,84,73.66666667,74
671,Student_671,71,70,67,69.33333333,80
672,Student_672,81,78,83,80.66666667,89
673,Student_673,67,67,53,62.33333333,76
674,Student_674,85,89,50,74.66666667,76
675,Student_675,95,66,90,83.66666667,87
676,Student_676,58,51,64,57.66666667,94
677,Student_677,75,91,56,74,61
678,Student_678,71,55,72,66,64
679,Student_679,95,85,55,78.33333333,81
680,Student_680,87,86,54,75.66666667,95
681,Student_681,72,81,80,77.66666667,59
682,Student_682,66,90,69,75,98
683,Student_683,75,51,89,71.66666667,64
684,Student_684,96,90,65,83.66666667,92
685,Student_685,87,81,75,81,60
686,Student_686,51,82,83,72,61
687,Student_687,55,68,97,73.33333333,81
688,Student_688,56,90,71,72.33333333,79
689,Student_689,62,80,93,78.33333333,100
690,Student_690,76,64,64,68,63
691,Student_691,60,71,100,77,69
692,Student_692,64,81,95,80,82
693,Student_693,58,82,51,63.66666667,98
694,Student_694,57,61,90,69.33333333,80
695,Student_695,95,88,100,94.33333333,87
696,Student_696,55,94,50,66.33333333,74
697,Student_697,97,64,62,74.33333333,65
698,Student_698,92,65,90,82.33333333,90
699,Student_699,53,57,54,54.66666667,61
700,Student_700,60,57,98,71.66666667,86
701,Student_701,100,60,56,72,61
702,Student_702,77,70,94,80.33333333,59
703,Student_703,75,83,63,73.66666667,50
704,Student_704,53,68,81,67.33333333,75
705,Student_705,64,92,80,78.66666667,67
706,Student_706,68,90,91,83,50
707,Student_707,55,77,57,63,89
708,Student_708,54,74,86,71.33333333,97
709,Student_709,67,55,72,64.66666667,57
